"replication","nobs","model","combo","kernel","criterion","logISE","logIAE","bandwidth","time_min"
5,125,2,1,"smlnorm","lcv",0.00104115995574074,0.427305007018378,0.190072066230226,5.36716858148575
5,125,2,2,"Wishart","lscv",0.0012308618117437,0.659798442139152,0.131905336836462,14.9301942388217
5,125,2,3,"smnorm","lcv",0.00231210095578958,0.547499657407572,2.15942567317677,2.13705150286357
5,125,2,4,"smlnorm","lscv",0.00163712656285224,0.434560751911832,0.122457271556531,8.48113302787145
5,125,2,5,"Wishart","lcv",0.00125753094433046,0.550978476869613,0.0893812268713289,22.6080402374268
5,125,3,1,"smlnorm","lcv",19.4097396981425,0.437063361532252,0.114574615615959,4.14189621210098
5,125,3,2,"Wishart","lscv",22.2530148961189,0.441481996149655,0.0609347492539772,24.5502925395966
5,125,3,3,"smnorm","lcv",123.853903218394,1.14465922200466,0.0347678753519312,0.700799123446147
5,125,3,4,"smlnorm","lscv",18.683176161804,0.441179467255482,0.0981846741806142,4.86251020034154
5,125,3,5,"Wishart","lcv",18.191164613983,0.435296675639395,0.0684236365068708,21.2409790277481
5,125,4,1,"smlnorm","lcv",8.40265947450154,0.435643605828636,0.142428608097565,3.68368289868037
5,125,4,2,"Wishart","lscv",6.781751748406,0.429600216632962,0.0421871563317156,33.4563678741455
5,125,4,3,"smnorm","lcv",28.8463947364234,0.821525753893762,0.0169765213365705,1.36492229700088
5,125,4,4,"smlnorm","lscv",7.85427323846007,0.425810564912552,0.120678860048641,4.25803664922714
5,125,4,5,"Wishart","lcv",7.67310128436675,0.433258069480435,0.0701853790790954,17.164837594827
5,125,5,1,"smlnorm","lcv",0.0213728393215382,0.42169933163369,0.597953642035862,3.92992987632751
5,125,5,2,"Wishart","lscv",0.0257006220634575,0.883099786872409,0.368397283368291,18.768915160497
5,125,5,3,"smnorm","lcv",0.0621580403329901,0.948276486612381,9.13303095071506,0.326405294736226
5,125,5,4,"smlnorm","lscv",0.0259198074556979,0.445094807111986,0.359533388866166,6.5523478269577
5,125,5,5,"Wishart","lcv",0.0241075915160586,0.649698964410257,0.237218649277165,25.302956255277
5,125,6,1,"smlnorm","lcv",NA,0.487646554858122,1.36767425793235,4.48638271490733
5,125,6,2,"Wishart","lscv",NA,NA,9.75838802667788,0.231266168753306
5,125,6,3,"smnorm","lcv",NA,0.936254059519635,0.349378946108613,0.411515553792318
5,125,6,4,"smlnorm","lscv",NA,0.483094194251339,0.574620199399143,8.88909308513005
5,125,6,5,"Wishart","lcv",NA,NA,5.46940589569032,0.175960421562195
6,125,1,1,"smlnorm","lcv",0.00552872518489781,0.45801583372887,0.196972846488034,6.89347997903824
6,125,1,2,"Wishart","lscv",0.00280577206241097,0.804817603774534,0.199674640442303,16.7505164941152
6,125,1,3,"smnorm","lcv",0.00538314720640011,0.732089268333945,2.08269255898505,2.16402825514476
6,125,1,4,"smlnorm","lscv",0.00915774728225362,0.483451160239618,0.128034792291855,9.81518912712733
6,125,1,5,"Wishart","lcv",0.00364565507551225,0.623975701213399,0.118393838854123,26.302617708842
6,125,2,1,"smlnorm","lcv",0.00118384254060014,0.470389115185689,0.253870458916083,4.66279720862707
6,125,2,2,"Wishart","lscv",0.0015717180951115,0.712312630265028,0.157749052538983,16.2222910165787
6,125,2,3,"smnorm","lcv",0.00211206007386801,0.501624505304947,1.74070636771711,2.1404549797376
6,125,2,4,"smlnorm","lscv",0.00150940389768167,0.426953069939523,0.176362850600483,6.93411559263865
6,125,2,5,"Wishart","lcv",0.00151267289563672,0.629218637574048,0.126454210110885,19.9360213756561
6,125,3,1,"smlnorm","lcv",21.5429437336584,0.421135348021465,0.191505403001825,3.43951838413874
6,125,3,2,"Wishart","lscv",7.23852618791648,0.375138220801083,0.0435931842496321,61.122847143809
6,125,3,3,"smnorm","lcv",129.92450672102,1.19831810366121,1.00436508219691,0.445070429642995
6,125,3,4,"smlnorm","lscv",10.0895561225654,0.361453617881734,0.0917869540234942,7.5375178138415
6,125,3,5,"Wishart","lcv",18.8859114708955,0.416179445437794,0.110727028626668,15.7106986284256
6,125,4,1,"smlnorm","lcv",5.04604883959584,0.335438085085573,0.107528001658433,5.27843124866486
6,125,4,2,"Wishart","lscv",5.67598250122884,0.385069342398195,0.0361950344252543,47.875399072965
6,125,4,3,"smnorm","lcv",25.5700607825746,0.752600791795978,0.0135091696062465,1.29692293008169
6,125,4,4,"smlnorm","lscv",5.75617676176463,0.378496634684743,0.0723121635908481,8.94617385864258
6,125,4,5,"Wishart","lcv",4.99635733141436,0.334064003031057,0.0530339545173658,29.7927964170774
6,125,5,1,"smlnorm","lcv",0.0221647959460757,0.356240234361502,0.562073358700469,3.94036288658778
6,125,5,2,"Wishart","lscv",0.0208981654838674,0.66706233136892,0.287155549315015,19.5966303944588
6,125,5,3,"smnorm","lcv",0.0622551494427674,0.943929815024975,9.9999489364643,0.240297710895538
6,125,5,4,"smlnorm","lscv",0.0249770106981087,0.360418692110321,0.41728434460002,5.65848316748937
6,125,5,5,"Wishart","lcv",0.0209704512356911,0.596945378567282,0.246306768283027,22.4083857893944
6,125,6,1,"smlnorm","lcv",NA,0.468693986526359,1.33263920648579,4.94015563726425
6,125,6,2,"Wishart","lscv",NA,NA,4.76689195664938,0.377219613393148
6,125,6,3,"smnorm","lcv",NA,0.878526947799195,0.171722228600627,0.536530311902364
6,125,6,4,"smlnorm","lscv",NA,0.415126745895764,0.717418406362864,8.47037389278412
6,125,6,5,"Wishart","lcv",NA,NA,1.50528540440814,0.174262448151906
7,125,1,1,"smlnorm","lcv",0.00458411628939599,0.542366702066086,0.26688398139289,5.16418846845627
7,125,1,2,"Wishart","lscv",0.00283109613720041,0.837285928605272,0.226425381736044,19.054630613327
7,125,1,3,"smnorm","lcv",0.00472062801354852,0.635908968373252,1.34832170855439,3.29061805009842
7,125,1,4,"smlnorm","lscv",0.00526525888866157,0.503883269555775,0.190533664991474,7.16865391333898
7,125,1,5,"Wishart","lcv",0.00328790281225932,0.632268751298603,0.127982741799806,27.8133606394132
7,125,2,1,"smlnorm","lcv",0.00154193946341513,0.474661366872791,0.248459308011232,4.2423423131307
7,125,2,2,"Wishart","lscv",0.00114891351900201,0.635290617610615,0.140720998315481,16.8068306326866
7,125,2,3,"smnorm","lcv",0.00245136089590744,0.513352587130207,2.91362148639168,1.28848870992661
7,125,2,4,"smlnorm","lscv",0.00166783768486502,0.449276985905195,0.205721635539615,5.00375168720881
7,125,2,5,"Wishart","lcv",0.00121278650043809,0.562708872812622,0.110353196020246,21.7818231980006
7,125,3,1,"smlnorm","lcv",33.1743997719625,0.51545707405901,0.236537730676959,3.00429211060206
7,125,3,2,"Wishart","lscv",20.3195271347471,0.428233750365397,0.0694725036375356,27.1572472612063
7,125,3,3,"smnorm","lcv",127.641884502908,1.21091294211835,0.225447238490216,0.477317945162455
7,125,3,4,"smlnorm","lscv",17.7730362464339,0.413890361613526,0.117150782801686,5.36845388015111
7,125,3,5,"Wishart","lcv",31.5856678943245,0.488007432299382,0.112633738933611,16.5535412192345
7,125,4,1,"smlnorm","lcv",8.69570728746338,0.471388932288906,0.200419902627481,3.20031181176503
7,125,4,2,"Wishart","lscv",6.13652539919293,0.434076747788801,0.039626489391087,38.2427971720696
7,125,4,3,"smnorm","lcv",40.3085448305469,1.12123484148834,1.60369313330313,0.390336604913076
7,125,4,4,"smlnorm","lscv",5.75454353538827,0.418634171807426,0.104354796328978,5.54278953075409
7,125,4,5,"Wishart","lcv",8.36481537509471,0.438917915931785,0.0847373190677436,15.1973543286324
7,125,5,1,"smlnorm","lcv",0.0439291247853947,0.321485951776604,0.59378032685065,3.97631907463074
7,125,5,2,"Wishart","lscv",0.0335416891362502,1.21707868218338,0.526912905293753,22.9522318561872
7,125,5,3,"smnorm","lcv",0.060291128720491,0.881098276100331,5.56063245934474,0.472606154282888
7,125,5,4,"smlnorm","lscv",0.0776270726519157,0.338635572812044,0.322161445728866,8.02828668355942
7,125,5,5,"Wishart","lcv",0.0410860786254069,0.596682522193256,0.262783272581515,23.4137139479319
7,125,6,1,"smlnorm","lcv",NA,0.445832485866206,1.17625091206145,4.88750882546107
7,125,6,2,"Wishart","lscv",NA,NA,9.99994039198622,0.302827231089274
7,125,6,3,"smnorm","lcv",NA,1.05167711494479,2.99064641357121,0.20473628838857
7,125,6,4,"smlnorm","lscv",NA,0.451497175435365,0.597175595890285,8.23089369138082
7,125,6,5,"Wishart","lcv",NA,NA,0.833324146894829,0.442394518852234
8,125,1,1,"smlnorm","lcv",0.00290039829227101,0.49612995920178,0.286326318229228,6.01165332396825
8,125,1,2,"Wishart","lscv",0.00292964543809364,0.838993389206073,0.237410997815082,20.5202577312787
8,125,1,3,"smnorm","lcv",0.00495255598380958,0.652257446910647,1.56425346451722,2.91857559283574
8,125,1,4,"smlnorm","lscv",0.00372065048073061,0.464438916358539,0.158518225932651,11.4169220089912
8,125,1,5,"Wishart","lcv",0.00283333806311202,0.713819280513116,0.184139598195752,24.5021654725075
8,125,2,1,"smlnorm","lcv",0.00106493377350875,0.463283107084458,0.270371851715743,4.53486875693003
8,125,2,2,"Wishart","lscv",0.00160184215878583,0.69027180466039,0.154535650869207,16.6670973102252
8,125,2,3,"smnorm","lcv",0.00224040126434378,0.486310471894442,2.22419213317269,1.96649222373962
8,125,2,4,"smlnorm","lscv",0.0013048948534876,0.419690983274861,0.199409387213651,6.00254905223846
8,125,2,5,"Wishart","lcv",0.00160081268117086,0.62802042365204,0.131428532111736,18.5179371674856
8,125,3,1,"smlnorm","lcv",22.2917243146827,0.442849170572009,0.113281132055861,4.45935878753662
8,125,3,2,"Wishart","lscv",27.2379055189707,0.487951109164935,0.0662313034025666,21.1278104464213
8,125,3,3,"smnorm","lcv",123.654122486549,1.14337585239526,0.0303978894004108,0.871356829007467
8,125,3,4,"smlnorm","lscv",23.4953879418906,0.444555172208204,0.125829887238702,4.14589770237605
8,125,3,5,"Wishart","lcv",29.7727493418255,0.494248310737442,0.0769967627546625,17.7041632334391
8,125,4,1,"smlnorm","lcv",4.62455999228575,0.404263204278514,0.13657549772291,3.77756470044454
8,125,4,2,"Wishart","lscv",3.12450838407546,0.365307478310605,0.052559782808395,28.2145452539126
8,125,4,3,"smnorm","lcv",25.7240802740088,0.773009926345576,0.0136184807922071,1.45542999108632
8,125,4,4,"smlnorm","lscv",4.38649031658207,0.400879497427939,0.130440579152418,4.08990323940913
8,125,4,5,"Wishart","lcv",4.52708757365102,0.371548006104674,0.0706210006598188,20.89352247715
8,125,5,1,"smlnorm","lcv",0.0220658565994315,0.392836660015956,0.609638388921662,3.26626304785411
8,125,5,2,"Wishart","lscv",0.0210180861051296,0.842831449445386,0.345591472951528,13.933734814326
8,125,5,3,"smnorm","lcv",0.0623374414865232,0.973550450349658,9.9999566957306,0.437621561686198
8,125,5,4,"smlnorm","lscv",0.0210901898446967,0.38675310288723,0.487029637218809,4.10295787254969
8,125,5,5,"Wishart","lcv",0.0182947647571417,0.686180206325698,0.255213383232831,18.5596444567045
8,125,6,1,"smlnorm","lcv",NA,0.616735898261557,1.81317166283471,3.74679107268651
8,125,6,2,"Wishart","lscv",NA,NA,9.99994039198622,0.233246326446533
8,125,6,3,"smnorm","lcv",NA,0.928415236745213,0.422201057728903,0.376925766468048
8,125,6,4,"smlnorm","lscv",NA,0.566171148806257,0.604278709330298,7.78127384583155
8,125,6,5,"Wishart","lcv",NA,NA,9.99995786978496,0.198107314109802
9,125,1,1,"smlnorm","lcv",0.00241778003022426,0.50368834468019,0.257502932446804,5.67625927130381
9,125,1,2,"Wishart","lscv",0.0020933772531192,0.72589880875755,0.163115862782775,21.4555301507314
9,125,1,3,"smnorm","lcv",0.00545962520159707,0.701687375420419,2.13269035667305,2.25134518543879
9,125,1,4,"smlnorm","lscv",0.00309712347389791,0.505640695131655,0.14087554249204,10.5193177223206
9,125,1,5,"Wishart","lcv",0.00206609165628712,0.703403993475406,0.153326961014036,23.5022823731105
9,125,2,1,"smlnorm","lcv",0.00100951838013565,0.388467943054081,0.215130047083494,4.90664485692978
9,125,2,2,"Wishart","lscv",0.00150128895790419,0.629039752291006,0.140468868976982,15.7691658337911
9,125,2,3,"smnorm","lcv",0.00232383050846706,0.490305202179334,2.23554839844334,2.38981141249339
9,125,2,4,"smlnorm","lscv",0.00254949704025835,0.410878057331169,0.104204795306762,10.0081991354624
9,125,2,5,"Wishart","lcv",0.00150290256270709,0.570410032280262,0.119570192336069,18.3198530912399
9,125,3,1,"smlnorm","lcv",34.1506448024457,0.49450786948294,0.2210184742275,3.39910742044449
9,125,3,2,"Wishart","lscv",22.5712169593752,0.437779332648521,0.0631916246977049,31.159151494503
9,125,3,3,"smnorm","lcv",129.95251861758,1.19827535871631,1.24097971788624,0.359564038117727
9,125,3,4,"smlnorm","lscv",22.5971038939298,0.422931442977302,0.129632328773287,5.39074005683263
9,125,3,5,"Wishart","lcv",33.6196121870199,0.503234182887086,0.110208842641204,16.4252519011497
9,125,4,1,"smlnorm","lcv",6.61253356068807,0.418396012777532,0.155529695174486,3.54654665788015
9,125,4,2,"Wishart","lscv",3.89227033907207,0.387621026166386,0.0494549008660748,29.4087549845378
9,125,4,3,"smnorm","lcv",35.0260560389198,0.913464648895775,0.0463056414216282,0.790401776631673
9,125,4,4,"smlnorm","lscv",4.90931915531853,0.400486804995994,0.0970962052453425,5.62724813222885
9,125,4,5,"Wishart","lcv",5.17258635685689,0.402841724499879,0.0706713807688326,18.7143252770106
9,125,5,1,"smlnorm","lcv",0.0167532531746376,0.38792515878838,0.457970083145766,4.91337252457937
9,125,5,2,"Wishart","lscv",0.0185006710856894,0.567499759059782,0.241330483815505,22.7919973492622
9,125,5,3,"smnorm","lcv",0.0597891887064012,0.878412957316548,5.11751502414416,0.49963370958964
9,125,5,4,"smlnorm","lscv",0.018504043132385,0.40203042559551,0.384651980651082,5.87289932568868
9,125,5,5,"Wishart","lcv",0.0188704835741709,0.530486229714546,0.214986235929771,25.0944683432579
9,125,6,1,"smlnorm","lcv",NA,0.584216253336553,1.29157622783194,4.64818755785624
9,125,6,2,"Wishart","lscv",NA,NA,9.99994039198622,0.306795481840769
9,125,6,3,"smnorm","lcv",NA,0.933931273433847,0.333614954200111,0.416263628005981
9,125,6,4,"smlnorm","lscv",NA,0.556704490110951,0.91020741614059,5.84916875362396
9,125,6,5,"Wishart","lcv",NA,NA,5.27315274343488,0.178509700298309
10,125,1,1,"smlnorm","lcv",0.00382934005690254,0.525069938772545,0.291332420731772,5.5744321346283
10,125,1,2,"Wishart","lscv",0.00299320683918479,0.925486900640124,0.264852645610995,16.3036572416623
10,125,1,3,"smnorm","lcv",0.00565753875719826,0.748253664550139,3.2254989160444,1.51054707765579
10,125,1,4,"smlnorm","lscv",0.00530371683248935,0.493828706513654,0.176674680507126,7.64919366836548
10,125,1,5,"Wishart","lcv",0.0033348701353567,0.643591520495482,0.13960457564446,25.3952815055847
10,125,2,1,"smlnorm","lcv",0.000759833927327812,0.323030724350629,0.199413538734403,5.56091912587484
10,125,2,2,"Wishart","lscv",0.00108238983464437,0.479484611034936,0.0971071623744252,23.0466931541761
10,125,2,3,"smnorm","lcv",0.00170360814868139,0.451468533033703,1.63735389177898,3.05798408190409
